45.0 97.0 1
200.0 17.0 2
52.0 100.0 1
164.0 9.0 2
134.0 121.0 1
234.0 8.0 2
8.0 105.0 1
265.0 21.0 2
207.0 16.0 2
44.0 96.0 1
200.0 17.0 2
52.0 100.0 1
165.0 9.0 2
133.0 121.0 1
235.0 8.0 2
9.0 105.0 1
265.0 21.0 2
208.0 17.0 2
43.0 97.0 1
200.0 17.0 2
52.0 100.0 1
164.0 9.0 2
133.0 121.0 1
210.0 17.0 2
235.0 8.0 2
10.0 104.0 1
265.0 21.0 2
208.0 17.0 2
39.0 93.0 1
200.0 17.0 2
52.0 100.0 1
165.0 9.0 2
133.0 120.0 1
211.0 16.0 2
235.0 8.0 2
11.0 104.0 1
266.0 21.0 2
208.0 17.0 2
38.0 93.0 1
200.0 17.0 2
52.0 100.0 1
165.0 9.0 2
133.0 120.0 1
212.0 16.0 2
235.0 8.0 2
12.0 104.0 1
266.0 21.0 2
208.0 17.0 2
38.0 97.0 1
200.0 17.0 2
52.0 100.0 1
165.0 9.0 2
133.0 120.0 1
237.0 7.0 2
212.0 16.0 2
235.0 8.0 2
13.0 103.0 1
267.0 20.0 2
208.0 17.0 2
38.0 97.0 1
52.0 100.0 1
165.0 9.0 2
132.0 120.0 1
237.0 7.0 2
212.0 16.0 2
235.0 8.0 2
13.0 103.0 1
267.0 20.0 2
208.0 17.0 2
38.0 97.0 1
52.0 100.0 1
166.0 9.0 2
132.0 120.0 1
238.0 7.0 2
212.0 16.0 2
235.0 8.0 2
13.0 103.0 1
268.0 21.0 2
208.0 17.0 2
38.0 97.0 1
52.0 100.0 1
166.0 9.0 2
131.0 119.0 1
216.0 17.0 2
239.0 7.0 2
212.0 16.0 2
235.0 8.0 2
13.0 103.0 1
268.0 21.0 2
208.0 17.0 2
38.0 97.0 1
52.0 100.0 1
166.0 9.0 2
130.0 118.0 1
217.0 17.0 2
239.0 7.0 2
212.0 16.0 2
235.0 8.0 2
13.0 103.0 1
268.0 21.0 2
208.0 17.0 2
38.0 97.0 1
166.0 9.0 2
130.0 117.0 1
272.0 21.0 2
218.0 17.0 2
239.0 7.0 2
212.0 16.0 2
235.0 8.0 2
13.0 103.0 1
268.0 21.0 2
208.0 17.0 2
38.0 97.0 1
166.0 9.0 2
129.0 116.0 1
27.0 101.0 1
220.0 17.0 2
272.0 21.0 2
218.0 17.0 2
239.0 7.0 2
212.0 16.0 2
235.0 8.0 2
13.0 103.0 1
268.0 21.0 2
208.0 17.0 2
38.0 97.0 1
166.0 9.0 2
129.0 115.0 1
27.0 101.0 1
220.0 17.0 2
272.0 21.0 2
218.0 17.0 2
239.0 7.0 2
212.0 16.0 2
235.0 8.0 2
13.0 103.0 1
268.0 21.0 2
208.0 17.0 2
38.0 97.0 1
166.0 9.0 2
128.0 114.0 1
27.0 101.0 1
220.0 18.0 2
272.0 22.0 2
218.0 17.0 2
239.0 7.0 2
212.0 16.0 2
235.0 8.0 2
13.0 103.0 1
268.0 21.0 2
208.0 17.0 2
38.0 97.0 1
166.0 9.0 2
128.0 114.0 1
27.0 101.0 1
220.0 18.0 2
272.0 22.0 2
218.0 17.0 2
239.0 7.0 2
212.0 16.0 2
235.0 8.0 2
13.0 103.0 1
268.0 21.0 2
208.0 17.0 2
38.0 97.0 1
166.0 9.0 2
128.0 114.0 1
123.0 107.0 1
27.0 101.0 1
221.0 18.0 2
273.0 22.0 2
218.0 17.0 2
239.0 7.0 2
212.0 16.0 2
235.0 8.0 2
13.0 103.0 1
268.0 21.0 2
208.0 17.0 2
38.0 97.0 1
166.0 9.0 2
128.0 114.0 1
242.0 8.0 2
123.0 107.0 1
27.0 101.0 1
222.0 18.0 2
273.0 22.0 2
218.0 17.0 2
239.0 7.0 2
212.0 16.0 2
235.0 8.0 2
13.0 103.0 1
268.0 21.0 2
38.0 97.0 1
166.0 9.0 2
128.0 114.0 1
243.0 8.0 2
123.0 107.0 1
27.0 101.0 1
223.0 18.0 2
273.0 23.0 2
218.0 17.0 2
239.0 7.0 2
212.0 16.0 2
13.0 103.0 1
268.0 21.0 2
38.0 97.0 1
166.0 9.0 2
125.0 114.0 1
170.0 12.0 2
243.0 8.0 2
123.0 107.0 1
27.0 101.0 1
224.0 18.0 2
274.0 23.0 2
218.0 17.0 2
239.0 7.0 2
212.0 16.0 2
13.0 103.0 1
268.0 21.0 2
38.0 97.0 1
166.0 9.0 2
125.0 114.0 1
170.0 12.0 2
243.0 8.0 2
123.0 107.0 1
27.0 101.0 1
224.0 18.0 2
274.0 23.0 2
218.0 17.0 2
239.0 7.0 2
13.0 103.0 1
268.0 21.0 2
166.0 9.0 2
125.0 114.0 1
170.0 12.0 2
243.0 9.0 2
123.0 107.0 1
27.0 101.0 1
224.0 18.0 2
275.0 23.0 2
218.0 17.0 2
239.0 7.0 2
268.0 21.0 2
166.0 9.0 2
125.0 114.0 1
227.0 20.0 2
170.0 12.0 2
244.0 8.0 2
120.0 107.0 1
27.0 101.0 1
224.0 18.0 2
275.0 24.0 2
218.0 17.0 2
239.0 7.0 2
268.0 21.0 2
166.0 9.0 2
125.0 114.0 1
38.0 105.0 1
228.0 21.0 2
171.0 12.0 2
245.0 8.0 2
120.0 108.0 1
27.0 101.0 1
224.0 18.0 2
275.0 24.0 2
218.0 17.0 2
239.0 7.0 2
125.0 114.0 1
115.0 106.0 1
38.0 105.0 1
229.0 21.0 2
171.0 12.0 2
245.0 8.0 2
120.0 108.0 1
27.0 101.0 1
224.0 18.0 2
277.0 24.0 2
218.0 17.0 2
125.0 114.0 1
114.0 107.0 1
40.0 106.0 1
230.0 21.0 2
170.0 12.0 2
246.0 8.0 2
120.0 108.0 1
27.0 101.0 1
224.0 18.0 2
277.0 24.0 2
218.0 17.0 2
125.0 114.0 1
13.0 99.0 1
112.0 106.0 1
42.0 106.0 1
230.0 21.0 2
170.0 12.0 2
246.0 8.0 2
120.0 108.0 1
27.0 101.0 1
224.0 18.0 2
278.0 24.0 2
125.0 114.0 1
13.0 99.0 1
111.0 106.0 1
44.0 107.0 1
230.0 21.0 2
170.0 12.0 2
246.0 8.0 2
120.0 108.0 1
224.0 18.0 2
278.0 25.0 2
125.0 114.0 1
13.0 99.0 1
109.0 106.0 1
45.0 107.0 1
230.0 21.0 2
170.0 12.0 2
246.0 8.0 2
120.0 108.0 1
224.0 18.0 2
279.0 25.0 2
125.0 114.0 1
233.0 21.0 2
13.0 100.0 1
108.0 105.0 1
46.0 106.0 1
230.0 21.0 2
170.0 13.0 2
246.0 8.0 2
120.0 108.0 1
224.0 18.0 2
280.0 25.0 2
125.0 114.0 1
234.0 21.0 2
12.0 101.0 1
106.0 104.0 1
47.0 106.0 1
230.0 21.0 2
170.0 13.0 2
246.0 8.0 2
120.0 108.0 1
224.0 18.0 2
280.0 25.0 2
125.0 114.0 1
234.0 22.0 2
12.0 101.0 1
105.0 104.0 1
47.0 106.0 1
230.0 21.0 2
170.0 13.0 2
246.0 8.0 2
120.0 108.0 1
224.0 18.0 2
281.0 25.0 2
125.0 114.0 1
234.0 23.0 2
12.0 101.0 1
103.0 104.0 1
47.0 107.0 1
230.0 21.0 2
170.0 12.0 2
246.0 8.0 2
120.0 108.0 1
224.0 18.0 2
281.0 25.0 2
125.0 114.0 1
235.0 23.0 2
12.0 101.0 1
102.0 105.0 1
47.0 107.0 1
230.0 21.0 2
170.0 13.0 2
246.0 8.0 2
120.0 108.0 1
224.0 18.0 2
282.0 25.0 2
235.0 23.0 2
12.0 101.0 1
102.0 105.0 1
52.0 107.0 1
230.0 21.0 2
170.0 13.0 2
246.0 8.0 2
120.0 108.0 1
282.0 25.0 2
235.0 23.0 2
12.0 101.0 1
99.0 105.0 1
52.0 107.0 1
230.0 21.0 2
170.0 13.0 2
246.0 8.0 2
120.0 108.0 1
282.0 25.0 2
235.0 23.0 2
12.0 101.0 1
98.0 106.0 1
53.0 107.0 1
230.0 21.0 2
170.0 12.0 2
246.0 8.0 2
120.0 108.0 1
282.0 25.0 2
235.0 23.0 2
12.0 101.0 1
97.0 107.0 1
53.0 108.0 1
230.0 21.0 2
169.0 12.0 2
246.0 8.0 2
120.0 108.0 1
282.0 25.0 2
235.0 23.0 2
12.0 101.0 1
95.0 107.0 1
53.0 108.0 1
230.0 21.0 2
169.0 13.0 2
246.0 8.0 2
282.0 25.0 2
235.0 23.0 2
12.0 101.0 1
94.0 107.0 1
54.0 108.0 1
230.0 21.0 2
169.0 13.0 2
246.0 8.0 2
282.0 25.0 2
235.0 23.0 2
12.0 101.0 1
92.0 107.0 1
54.0 109.0 1
169.0 13.0 2
246.0 8.0 2
282.0 25.0 2
241.0 19.0 2
68.0 15.0 -1
167.0 13.0 2
235.0 23.0 2
12.0 101.0 1
89.0 107.0 1
55.0 108.0 1
169.0 13.0 2
282.0 25.0 2
241.0 19.0 2
69.0 15.0 -1
167.0 13.0 2
235.0 23.0 2
12.0 101.0 1
88.0 106.0 1
57.0 108.0 1
169.0 13.0 2
282.0 25.0 2
242.0 18.0 2
70.0 15.0 -1
167.0 13.0 2
235.0 23.0 2
12.0 101.0 1
87.0 106.0 1
58.0 108.0 1
169.0 13.0 2
282.0 25.0 2
243.0 18.0 2
70.0 15.0 -1
167.0 13.0 2
235.0 23.0 2
12.0 101.0 1
86.0 105.0 1
59.0 108.0 1
169.0 13.0 2
282.0 25.0 2
80.0 105.0 1
243.0 18.0 2
71.0 15.0 -1
167.0 13.0 2
235.0 23.0 2
86.0 105.0 1
59.0 107.0 1
169.0 13.0 2
282.0 25.0 2
79.0 105.0 1
243.0 18.0 2
72.0 15.0 -1
166.0 13.0 2
235.0 23.0 2
86.0 105.0 1
61.0 107.0 1
169.0 13.0 2
282.0 25.0 2
79.0 105.0 1
244.0 18.0 2
73.0 15.0 -1
166.0 12.0 2
235.0 23.0 2
86.0 105.0 1
61.0 107.0 1
169.0 13.0 2
282.0 25.0 2
79.0 105.0 1
244.0 18.0 2
73.0 15.0 -1
166.0 13.0 2
86.0 105.0 1
61.0 107.0 1
169.0 13.0 2
282.0 25.0 2
79.0 105.0 1
245.0 17.0 2
73.0 15.0 -1
166.0 13.0 2
86.0 105.0 1
61.0 107.0 1
169.0 13.0 2
79.0 105.0 1
245.0 18.0 2
73.0 15.0 -1
166.0 12.0 2
86.0 105.0 1
61.0 107.0 1
169.0 13.0 2
283.0 25.0 2
79.0 105.0 1
245.0 18.0 2
73.0 15.0 -1
166.0 12.0 2
86.0 105.0 1
61.0 107.0 1
169.0 13.0 2
282.0 25.0 2
79.0 105.0 1
246.0 18.0 2
73.0 15.0 -1
166.0 12.0 2
86.0 105.0 1
61.0 107.0 1
169.0 13.0 2
71.0 105.0 1
282.0 25.0 2
79.0 105.0 1
246.0 19.0 2
73.0 15.0 -1
166.0 13.0 2
86.0 105.0 1
61.0 107.0 1
169.0 13.0 2
199.0 13.0 2
71.0 105.0 1
282.0 25.0 2
79.0 105.0 1
246.0 19.0 2
73.0 15.0 -1
165.0 13.0 2
86.0 105.0 1
61.0 107.0 1
169.0 13.0 2
200.0 13.0 2
71.0 105.0 1
282.0 25.0 2
79.0 105.0 1
246.0 19.0 2
73.0 15.0 -1
165.0 13.0 2
86.0 105.0 1
61.0 107.0 1
199.0 13.0 2
71.0 105.0 1
282.0 25.0 2
79.0 105.0 1
247.0 20.0 2
73.0 15.0 -1
164.0 13.0 2
86.0 105.0 1
61.0 107.0 1
199.0 13.0 2
71.0 105.0 1
282.0 25.0 2
79.0 105.0 1
247.0 20.0 2
73.0 15.0 -1
164.0 13.0 2
86.0 105.0 1
61.0 107.0 1
109.0 18.0 2
199.0 13.0 2
71.0 105.0 1
282.0 25.0 2
79.0 105.0 1
247.0 20.0 2
73.0 15.0 -1
164.0 13.0 2
86.0 105.0 1
61.0 107.0 1
109.0 18.0 2
199.0 13.0 2
71.0 105.0 1
282.0 25.0 2
79.0 105.0 1
247.0 20.0 2
73.0 15.0 -1
164.0 13.0 2
60.0 104.0 1
109.0 18.0 2
199.0 13.0 2
71.0 105.0 1
282.0 25.0 2
79.0 105.0 1
247.0 20.0 2
73.0 15.0 -1
164.0 13.0 2
59.0 105.0 1
109.0 18.0 2
199.0 13.0 2
75.0 105.0 1
283.0 24.0 2
247.0 20.0 2
73.0 15.0 -1
164.0 13.0 2
57.0 105.0 1
109.0 18.0 2
199.0 13.0 2
77.0 106.0 1
283.0 24.0 2
247.0 20.0 2
164.0 13.0 2
55.0 104.0 1
110.0 19.0 2
199.0 13.0 2
79.0 106.0 1
284.0 24.0 2
247.0 20.0 2
164.0 13.0 2
54.0 103.0 1
110.0 19.0 2
199.0 13.0 2
81.0 105.0 1
284.0 24.0 2
247.0 20.0 2
163.0 13.0 2
54.0 103.0 1
254.0 22.0 2
111.0 19.0 2
199.0 13.0 2
81.0 105.0 1
284.0 23.0 2
247.0 20.0 2
164.0 13.0 2
54.0 102.0 1
86.0 107.0 1
254.0 22.0 2
111.0 19.0 2
199.0 13.0 2
81.0 105.0 1
284.0 23.0 2
247.0 20.0 2
164.0 13.0 2
53.0 103.0 1
288.0 22.0 2
47.0 102.0 1
86.0 107.0 1
254.0 22.0 2
111.0 19.0 2
199.0 13.0 2
81.0 105.0 1
284.0 23.0 2
247.0 20.0 2
164.0 13.0 2
53.0 103.0 1
288.0 23.0 2
47.0 103.0 1
87.0 107.0 1
255.0 22.0 2
111.0 19.0 2
199.0 13.0 2
81.0 105.0 1
284.0 23.0 2
247.0 20.0 2
164.0 13.0 2
53.0 103.0 1
288.0 22.0 2
47.0 103.0 1
88.0 107.0 1
255.0 21.0 2
111.0 19.0 2
199.0 13.0 2
81.0 105.0 1
284.0 23.0 2
247.0 20.0 2
164.0 13.0 2
53.0 103.0 1
288.0 22.0 2
46.0 103.0 1
90.0 107.0 1
255.0 21.0 2
112.0 17.0 2
199.0 13.0 2
81.0 105.0 1
284.0 23.0 2
247.0 20.0 2
164.0 13.0 2
53.0 103.0 1
288.0 21.0 2
45.0 103.0 1
93.0 107.0 1
256.0 19.0 2
112.0 17.0 2
81.0 105.0 1
284.0 23.0 2
164.0 13.0 2
53.0 103.0 1
288.0 21.0 2
44.0 103.0 1
95.0 106.0 1
258.0 19.0 2
111.0 16.0 2
81.0 105.0 1
284.0 23.0 2
164.0 13.0 2
53.0 103.0 1
288.0 20.0 2
42.0 102.0 1
96.0 107.0 1
258.0 19.0 2
111.0 16.0 2
81.0 105.0 1
284.0 23.0 2
164.0 13.0 2
53.0 103.0 1
288.0 20.0 2
40.0 101.0 1
97.0 108.0 1
259.0 19.0 2
111.0 16.0 2
81.0 105.0 1
284.0 23.0 2
164.0 13.0 2
53.0 103.0 1
288.0 20.0 2
39.0 100.0 1
98.0 109.0 1
259.0 19.0 2
111.0 15.0 2
81.0 105.0 1
284.0 23.0 2
164.0 13.0 2
53.0 103.0 1
288.0 20.0 2
37.0 100.0 1
98.0 109.0 1
259.0 19.0 2
110.0 15.0 2
81.0 105.0 1
284.0 23.0 2
164.0 13.0 2
53.0 103.0 1
288.0 19.0 2
36.0 100.0 1
98.0 108.0 1
260.0 18.0 2
110.0 15.0 2
81.0 105.0 1
284.0 23.0 2
164.0 13.0 2
53.0 103.0 1
288.0 19.0 2
32.0 98.0 1
99.0 106.0 1
259.0 17.0 2
110.0 15.0 2
81.0 105.0 1
284.0 23.0 2
164.0 13.0 2
53.0 103.0 1
289.0 19.0 2
32.0 98.0 1
99.0 105.0 1
260.0 17.0 2
110.0 15.0 2
284.0 23.0 2
164.0 13.0 2
53.0 103.0 1
289.0 19.0 2
30.0 97.0 1
102.0 106.0 1
260.0 16.0 2
110.0 15.0 2
164.0 13.0 2
53.0 103.0 1
162.0 9.0 2
289.0 18.0 2
28.0 96.0 1
103.0 105.0 1
261.0 16.0 2
110.0 15.0 2
162.0 9.0 2
289.0 18.0 2
26.0 96.0 1
102.0 105.0 1
260.0 16.0 2
110.0 15.0 2
162.0 9.0 2
289.0 18.0 2
24.0 96.0 1
102.0 104.0 1
260.0 15.0 2
110.0 15.0 2
162.0 9.0 2
289.0 18.0 2
23.0 97.0 1
103.0 104.0 1
259.0 16.0 2
110.0 15.0 2
162.0 9.0 2
289.0 18.0 2
22.0 97.0 1
104.0 104.0 1
259.0 16.0 2
110.0 15.0 2
162.0 9.0 2
289.0 18.0 2
20.0 97.0 1
105.0 105.0 1
259.0 17.0 2
110.0 15.0 2
284.0 19.0 2
162.0 9.0 2
289.0 18.0 2
19.0 97.0 1
105.0 105.0 1
260.0 18.0 2
110.0 15.0 2
283.0 19.0 2
162.0 9.0 2
289.0 18.0 2
19.0 97.0 1
106.0 105.0 1
260.0 18.0 2
110.0 15.0 2
283.0 19.0 2
162.0 9.0 2
289.0 18.0 2
19.0 97.0 1
108.0 105.0 1
261.0 18.0 2
110.0 15.0 2
283.0 19.0 2
162.0 9.0 2
289.0 18.0 2
19.0 97.0 1
109.0 105.0 1
262.0 17.0 2
110.0 15.0 2
13.0 97.0 1
283.0 19.0 2
162.0 9.0 2
289.0 18.0 2
19.0 97.0 1
110.0 106.0 1
262.0 16.0 2
12.0 97.0 1
283.0 19.0 2
162.0 9.0 2
289.0 18.0 2
19.0 97.0 1
111.0 107.0 1
262.0 16.0 2
12.0 97.0 1
283.0 19.0 2
162.0 9.0 2
289.0 18.0 2
19.0 97.0 1
113.0 108.0 1
262.0 16.0 2
9.0 90.0 -1
283.0 16.0 2
162.0 9.0 2
289.0 18.0 2
19.0 97.0 1
114.0 108.0 1
262.0 15.0 2
9.0 90.0 -1
283.0 16.0 2
162.0 9.0 2
289.0 18.0 2
19.0 97.0 1
115.0 108.0 1
262.0 15.0 2
120.0 109.0 1
9.0 90.0 -1
283.0 16.0 2
19.0 97.0 1
115.0 108.0 1
262.0 15.0 2
120.0 109.0 1
9.0 90.0 -1
283.0 16.0 2
19.0 97.0 1
115.0 108.0 1
262.0 15.0 2
121.0 109.0 1
9.0 90.0 -1
283.0 16.0 2
19.0 97.0 1
115.0 108.0 1
262.0 15.0 2
158.0 8.0 2
24.0 121.0 1
121.0 109.0 1
9.0 90.0 -1
283.0 15.0 2
19.0 97.0 1
115.0 108.0 1
262.0 15.0 2
158.0 8.0 2
24.0 121.0 1
121.0 108.0 1
9.0 90.0 -1
283.0 15.0 2
19.0 97.0 1
115.0 108.0 1
262.0 15.0 2
151.0 8.0 2
158.0 8.0 2
23.0 121.0 1
121.0 107.0 1
9.0 90.0 -1
283.0 15.0 2
19.0 97.0 1
115.0 108.0 1
262.0 15.0 2
151.0 8.0 2
157.0 8.0 2
23.0 121.0 1
121.0 106.0 1
9.0 90.0 -1
283.0 15.0 2
115.0 108.0 1
263.0 14.0 2
151.0 8.0 2
157.0 8.0 2
23.0 121.0 1
122.0 106.0 1
9.0 90.0 -1
283.0 15.0 2
115.0 108.0 1
265.0 14.0 2
204.0 9.0 2
150.0 8.0 2
157.0 8.0 2
23.0 121.0 1
123.0 106.0 1
9.0 90.0 -1
283.0 15.0 2
115.0 108.0 1
265.0 13.0 2
204.0 9.0 2
150.0 8.0 2
157.0 8.0 2
23.0 121.0 1
123.0 106.0 1
9.0 90.0 -1
283.0 14.0 2
115.0 108.0 1
265.0 13.0 2
204.0 9.0 2
149.0 8.0 2
157.0 8.0 2
23.0 121.0 1
124.0 107.0 1
9.0 90.0 -1
284.0 14.0 2
115.0 108.0 1
265.0 14.0 2
204.0 9.0 2
149.0 8.0 2
157.0 8.0 2
23.0 121.0 1
125.0 107.0 1
9.0 90.0 -1
284.0 14.0 2
115.0 108.0 1
265.0 14.0 2
204.0 9.0 2
149.0 8.0 2
156.0 8.0 2
23.0 121.0 1
126.0 107.0 1
9.0 90.0 -1
283.0 14.0 2
115.0 108.0 1
265.0 15.0 2
204.0 9.0 2
149.0 8.0 2
156.0 8.0 2
23.0 121.0 1
127.0 107.0 1
283.0 14.0 2
115.0 108.0 1
265.0 15.0 2
204.0 9.0 2
148.0 8.0 2
156.0 8.0 2
23.0 121.0 1
128.0 106.0 1
283.0 14.0 2
264.0 15.0 2
204.0 9.0 2
148.0 8.0 2
155.0 8.0 2
23.0 121.0 1
129.0 105.0 1
283.0 14.0 2
265.0 15.0 2
97.0 8.0 -1
204.0 9.0 2
148.0 8.0 2
155.0 8.0 2
23.0 121.0 1
130.0 105.0 1
283.0 13.0 2
265.0 14.0 2
97.0 8.0 -1
204.0 9.0 2
148.0 7.0 2
155.0 8.0 2
23.0 121.0 1
131.0 105.0 1
283.0 13.0 2
265.0 13.0 2
98.0 8.0 -1
204.0 9.0 2
148.0 7.0 2
155.0 8.0 2
23.0 121.0 1
132.0 104.0 1
283.0 13.0 2
265.0 12.0 2
97.0 8.0 -1
204.0 9.0 2
147.0 8.0 2
155.0 7.0 2
23.0 121.0 1
132.0 104.0 1
283.0 13.0 2
266.0 12.0 2
98.0 7.0 -1
204.0 9.0 2
147.0 8.0 2
156.0 7.0 2
136.0 104.0 1
283.0 13.0 2
266.0 12.0 2
98.0 7.0 -1
204.0 9.0 2
147.0 8.0 2
156.0 8.0 2
136.0 104.0 1
283.0 13.0 2
267.0 13.0 2
98.0 7.0 -1
204.0 9.0 2
147.0 8.0 2
156.0 8.0 2
137.0 102.0 1
283.0 13.0 2
268.0 13.0 2
98.0 7.0 -1
147.0 8.0 2
156.0 8.0 2
138.0 102.0 1
283.0 13.0 2
269.0 13.0 2
288.0 13.0 2
98.0 7.0 -1
147.0 8.0 2
156.0 8.0 2
139.0 102.0 1
283.0 13.0 2
269.0 13.0 2
288.0 12.0 2
98.0 7.0 -1
147.0 8.0 2
156.0 8.0 2
141.0 101.0 1
283.0 13.0 2
269.0 13.0 2
288.0 12.0 2
98.0 7.0 -1
147.0 8.0 2
156.0 8.0 2
143.0 101.0 1
283.0 13.0 2
269.0 13.0 2
288.0 12.0 2
98.0 7.0 -1
147.0 8.0 2
156.0 8.0 2
145.0 100.0 1
283.0 13.0 2
269.0 13.0 2
288.0 12.0 2
98.0 7.0 -1
147.0 8.0 2
156.0 8.0 2
147.0 99.0 1
283.0 13.0 2
269.0 13.0 2
288.0 12.0 2
98.0 7.0 -1
147.0 8.0 2
156.0 8.0 2
149.0 99.0 1
283.0 13.0 2
269.0 13.0 2
288.0 12.0 2
98.0 7.0 -1
147.0 8.0 2
156.0 8.0 2
150.0 100.0 1
283.0 13.0 2
269.0 13.0 2
288.0 12.0 2
98.0 7.0 -1
147.0 8.0 2
156.0 8.0 2
153.0 103.0 1
283.0 13.0 2
269.0 13.0 2
218.0 5.0 2
288.0 12.0 2
98.0 7.0 -1
147.0 8.0 2
156.0 8.0 2
153.0 104.0 1
283.0 13.0 2
269.0 13.0 2
217.0 6.0 2
288.0 12.0 2
98.0 7.0 -1
147.0 8.0 2
156.0 8.0 2
154.0 104.0 1
283.0 13.0 2
269.0 13.0 2
109.0 8.0 2
218.0 6.0 2
288.0 13.0 2
98.0 7.0 -1
147.0 8.0 2
157.0 8.0 2
154.0 105.0 1
283.0 13.0 2
269.0 13.0 2
110.0 8.0 2
218.0 6.0 2
288.0 13.0 2
147.0 8.0 2
158.0 8.0 2
156.0 105.0 1
269.0 13.0 2
110.0 8.0 2
218.0 6.0 2
288.0 13.0 2
158.0 8.0 2
156.0 106.0 1
269.0 13.0 2
110.0 8.0 2
218.0 6.0 2
288.0 13.0 2
158.0 8.0 2
158.0 105.0 1
269.0 13.0 2
110.0 8.0 2
218.0 6.0 2
288.0 13.0 2
158.0 9.0 2
159.0 104.0 1
269.0 13.0 2
220.0 6.0 2
112.0 8.0 2
110.0 8.0 2
218.0 6.0 2
288.0 13.0 2
158.0 9.0 2
160.0 103.0 1
220.0 6.0 2
113.0 9.0 2
110.0 8.0 2
218.0 6.0 2
288.0 13.0 2
158.0 9.0 2
161.0 103.0 1
220.0 6.0 2
113.0 9.0 2
110.0 8.0 2
218.0 6.0 2
288.0 13.0 2
158.0 9.0 2
162.0 103.0 1
220.0 6.0 2
114.0 8.0 2
110.0 8.0 2
218.0 6.0 2
288.0 13.0 2
158.0 9.0 2
164.0 103.0 1
221.0 6.0 2
114.0 8.0 2
110.0 8.0 2
218.0 6.0 2
288.0 13.0 2
158.0 9.0 2
165.0 104.0 1
169.0 8.0 2
221.0 6.0 2
114.0 8.0 2
110.0 8.0 2
218.0 6.0 2
288.0 13.0 2
158.0 9.0 2
166.0 104.0 1
169.0 9.0 2
221.0 6.0 2
115.0 8.0 2
110.0 8.0 2
218.0 6.0 2
288.0 13.0 2
158.0 9.0 2
166.0 103.0 1
169.0 8.0 2
221.0 6.0 2
116.0 9.0 2
110.0 8.0 2
218.0 6.0 2
288.0 13.0 2
158.0 9.0 2
170.0 104.0 1
273.0 14.0 2
171.0 9.0 2
221.0 6.0 2
116.0 9.0 2
